title,label_id,label,text,keywords
"Autocomplete Dropdown with Linkbuttons - or ""AJAX gone wild""",15,ajax,autocomplete dropdown with linkbuttons or ajax gone wild ,linkbuttons-0.4912	gone-0.4578
How to get an array of distinct property values from in memory lists?,18,linq,how to get an array of distinct property values from in memory lists ,distinct-0.4804	lists-0.4209
Insert current date in Excel template at creation,5,excel,insert current date in excel template at creation,creation-0.4868	current-0.4252
Should you register new extensions with Apple?,9,osx,should you register new extensions with apple ,extensions-0.5433	register-0.5384
Custom Build Numbering in Visual Studio,7,visual-studio,custom build numbering in visual studio,numbering-0.7154	build-0.4274
Testing HTTPS files with MAMP,9,osx,testing https files with mamp,mamp-0.6341	https-0.519
Apache serving files that should not be served.,4,apache,apache serving files that should not be served ,served-0.6444	serving-0.6083
Working on a Visual Studio Project with multiple users?,7,visual-studio,working on a visual studio project with multiple users ,users-0.5143	working-0.4327
How do I download code using SVN/Tortoise from Google Code?,3,svn,how do i download code using svn tortoise from google code ,code-0.585	tortoise-0.455
Microsoft T-SQL to Oracle PL/SQL translation,2,oracle,microsoft t sql to oracle pl sql translation,sql-0.575	translation-0.5162
How can I make Eclipse file search not include svn directories?,3,svn,how can i make eclipse file search not include svn directories ,directories-0.4503	include-0.4416
How to display line breaks in SharePoint comment history field,14,sharepoint,how to display line breaks in sharepoint comment history field,breaks-0.4638	comment-0.449
Managing LINQ to SQL .dbml model complexity,18,linq,managing linq to sql dbml model complexity,complexity-0.531	dbml-0.5034
What does the EXE do in the Visual Studio setup project output,7,visual-studio,what does the exe do in the visual studio setup project output,exe-0.4915	setup-0.4555
Simulated OLAP,2,oracle,simulated olap,simulated-0.7395	olap-0.6731
Scripting the Visual Studio IDE,7,visual-studio,scripting the visual studio ide,ide-0.6296	scripting-0.5943
How to use p4merge as the merge/diff tool for Mercurial?,9,osx,how to use p merge as the merge diff tool for mercurial ,merge-0.681	mercurial-0.4612
Worth switching to zsh for casual use?,10,bash,worth switching to zsh for casual use ,casual-0.5344	zsh-0.5132
Kerberos user authentication in Apache,4,apache,kerberos user authentication in apache,kerberos-0.7101	authentication-0.4969
How sophisticated should be my Ajax code?,15,ajax,how sophisticated should be my ajax code ,sophisticated-0.8368	code-0.4194
Why is Visual Studio 2005 so slow?,7,visual-studio,why is visual studio so slow ,slow-0.7563	studio-0.4656
MS Access Reporting - can it be pretty?,5,excel,ms access reporting can it be pretty ,pretty-0.5714	reporting-0.5651
Oracle equivalent to MSSQL DateDiff,2,oracle,oracle equivalent to mssql datediff,datediff-0.6509	mssql-0.5711
PLS-00306 error on call to cursor,2,oracle,pls error on call to cursor,pls-0.7352	cursor-0.5597
How SID is different from Service name in Oracle tnsnames.ora,2,oracle,how sid is different from service name in oracle tnsnames ora,sid-0.536	tnsnames-0.5203
Resources for building a Visual Studio plug-in?,7,visual-studio,resources for building a visual studio plug in ,plug-0.5611	building-0.5019
Best way to rotate Apache log files,4,apache,best way to rotate apache log files,rotate-0.6295	log-0.4376
Which Oracle version supports cube and rollup?,2,oracle,which oracle version supports cube and rollup ,rollup-0.5642	supports-0.5136
"Best Language for an AJAX-driven ""Reputation Index""",15,ajax,best language for an ajax driven reputation index ,reputation-0.5781	driven-0.4869
How do I get the Click Once Publish version to match the AssemblyInfo.cs File Version.,7,visual-studio,how do i get the click once publish version to match the assemblyinfo cs file version ,version-0.5369	assemblyinfo-0.427
How do I simultaneously work on version 1.1 and version 2.0?,3,svn,how do i simultaneously work on version and version ,version-0.7597	simultaneously-0.546
.NET Development on a Mac Tips,9,osx, net development on a mac tips,tips-0.6386	development-0.501
"Eclipse ""Share Project"" by hand?",3,svn,eclipse share project by hand ,hand-0.6136	share-0.5074
How do I read/write Person metadata from a Word doc stored in SharePoint using VBA or VSTO?,14,sharepoint,how do i read write person metadata from a word doc stored in sharepoint using vba or vsto ,person-0.3877	doc-0.3722
How to find the current name of the test being executing?,7,visual-studio,how to find the current name of the test being executing ,executing-0.6411	current-0.5501
How do you make an etag that matches Apache?,4,apache,how do you make an etag that matches apache ,etag-0.6696	matches-0.5749
How do you retrieve the commit message and file list for a particular revision?,3,svn,how do you retrieve the commit message and file list for a particular revision ,particular-0.4311	revision-0.4223
How do I force unix (LF) line endings in Visual Stuido (Express) 2008?,7,visual-studio,how do i force unix lf line endings in visual stuido express ,endings-0.4372	lf-0.4372
Is it possible to forward ssh requests that come in over a certain port to another machine?,9,osx,is it possible to forward ssh requests that come in over a certain port to another machine ,forward-0.406	come-0.4022
Change default author in local svn repo,3,svn,change default author in local svn repo,repo-0.5063	author-0.4956
Common Files in Visual Studio Solution,7,visual-studio,common files in visual studio solution,common-0.6062	solution-0.507
Visual Studio Add-in not going away,7,visual-studio,visual studio add in not going away,away-0.6133	going-0.5606
How can I extract a part of an xaml object graph via linq to xml?,18,linq,how can i extract a part of an xaml object graph via linq to xml ,xaml-0.568	graph-0.4662
apache mod_proxy error os10060 and returning 503?,4,apache,apache mod_proxy error os and returning ,mod_proxy-0.6359	returning-0.5022
Customize the Sharepoint add list column page,14,sharepoint,customize the sharepoint add list column page,customize-0.5536	column-0.4333
Opening a non-standard URL in a Cocoa app,9,osx,opening a non standard url in a cocoa app,opening-0.489	standard-0.4693
Tips and tricks for working with Microsoft Visual Studio solutions and project,7,visual-studio,tips and tricks for working with microsoft visual studio solutions and project,tricks-0.4552	tips-0.4174
Tools for matching name/address data,2,oracle,tools for matching name address data,address-0.5458	tools-0.5391
How do you move a file in SVN?,3,svn,how do you move a file in svn ,svn-0.7251	file-0.6886
What are the names given to these 2 LINQ expressions,18,linq,what are the names given to these linq expressions,expressions-0.5758	given-0.5406
Mapping collections with LINQ,18,linq,mapping collections with linq,collections-0.6914	mapping-0.6019
Can Visual Studio put timestamps in the build log?,7,visual-studio,can visual studio put timestamps in the build log ,timestamps-0.6448	log-0.4572
Information Management Policy in SharePoint,14,sharepoint,information management policy in sharepoint,policy-0.6417	management-0.5155
Phantom directories in an SVN repository,3,svn,phantom directories in an svn repository,phantom-0.7039	directories-0.4848
Is there a good Fogbugz client for Mac OS X?,9,osx,is there a good fogbugz client for mac os x ,fogbugz-0.6575	client-0.4325
Cannot change DataType of a column once it has data error in Visual Studio 2005 DataSet Designer,7,visual-studio,cannot change datatype of a column once it has data error in visual studio dataset designer,datatype-0.4742	dataset-0.4335
How would you migrate hundreds of MS Access databases to a central service?,2,oracle,how would you migrate hundreds of ms access databases to a central service ,hundreds-0.4748	central-0.4165
How to get the most of out laptop batteries,9,osx,how to get the most of out laptop batteries,batteries-0.7071	laptop-0.7071
Is there any good oracle podcasts,2,oracle,is there any good oracle podcasts,podcasts-0.8075	good-0.485
SQL Compare-Like tool for Oracle?,2,oracle,sql compare like tool for oracle ,compare-0.5548	tool-0.4981
What is the shortcut key for Run to cursor,7,visual-studio,what is the shortcut key for run to cursor,shortcut-0.5615	cursor-0.5247
What are some good LINQ resouces?,18,linq,what are some good linq resouces ,resouces-0.8094	good-0.4862
SharePoint Infrastructure Upgrade - whoops,14,sharepoint,sharepoint infrastructure upgrade whoops,whoops-0.6236	infrastructure-0.5676
"How to disable Visual Studio macro ""tip"" balloon?",7,visual-studio,how to disable visual studio macro tip balloon ,balloon-0.5496	tip-0.5335
Choosing a desktop database,2,oracle,choosing a desktop database,choosing-0.6787	desktop-0.6104
Citrix Server sort of app - on a Mac?,9,osx,citrix server sort of app on a mac ,citrix-0.6697	sort-0.4547
Boolean Expressions in Shell Scripts,10,bash,boolean expressions in shell scripts,boolean-0.5658	expressions-0.5112
Fundeps and GADTs: When is type checking decidable?,19,haskell,fundeps and gadts when is type checking decidable ,decidable-0.5198	fundeps-0.5198
Best SVN Tools,3,svn,best svn tools,tools-0.7219	best-0.5148
How do I write a for loop in bash,10,bash,how do i write a for loop in bash,loop-0.6459	write-0.6207
Sharepoint scheduling with SSRS issue.,14,sharepoint,sharepoint scheduling with ssrs issue ,scheduling-0.6189	ssrs-0.5965
Querying collections of value type in the Criteria API in Hibernate,12,hibernate,querying collections of value type in the criteria api in hibernate,querying-0.4784	collections-0.4377
Problem with Oracle Application Server SSL Certificates,2,oracle,problem with oracle application server ssl certificates,certificates-0.5813	ssl-0.5011
How do you parse a filename in bash?,10,bash,how do you parse a filename in bash ,filename-0.6758	parse-0.629
When to create Interface Builder plug-in for custom view?,9,osx,when to create interface builder plug in for custom view ,plug-0.5093	builder-0.48
"What's the state of play with ""Visual Inheritance""",7,visual-studio,what s the state of play with visual inheritance ,play-0.5746	inheritance-0.564
Apache rewrite based on subdomain,4,apache,apache rewrite based on subdomain,subdomain-0.6312	rewrite-0.5034
Reverse engineer (oracle) schema to ERD,2,oracle,reverse engineer oracle schema to erd,engineer-0.5574	erd-0.5574
Using a wiki as a central development project repository,3,svn,using a wiki as a central development project repository,central-0.5313	wiki-0.515
colored build output in Visual Studio,7,visual-studio,colored build output in visual studio,colored-0.6356	build-0.4453
Best tools for code reviews,3,svn,best tools for code reviews,reviews-0.6721	tools-0.5187
Count a list of cells with the same background color,5,excel,count a list of cells with the same background color,cells-0.4823	background-0.4757
Optimizing a LINQ query.,18,linq,optimizing a linq query ,optimizing-0.7991	query-0.4609
