text,label,label_masked
How to add a new SharePoint alert via Web Services,sharepoint,sharepoint
How do I get output to show up in the Messages pane of the Error List for Visual Studio 2005?,visual-studio,unknown
"Subversion: what does ""Target path does not exist"" when merging mean?",svn,unknown
Creating Visual Studio toolbar commands to execute batch files,visual-studio,unknown
How can I fill in a Sharepoint List edit form offline using Windows Mobile 5.0 Quickly?,sharepoint,unknown
Pivoting a Table in SQL,oracle,oracle
How do you create a Visual Studio Solutio File (.sln) in the same directory as the web project,visual-studio,unknown
"SVN: Dealing with ""dead"" files.",svn,unknown
SharePoint 2007 - SQL Query to find a list of documents in site collection,sharepoint,unknown
Best Pattern for AllowUnsafeUpdates,sharepoint,unknown
"In Visual Studio, my design view doesn't load the master page controls. Why?",visual-studio,unknown
What software to use for virtual machine for Windows development?,osx,unknown
[Oracle] - Alternatives to Toad,oracle,unknown
connecting web parts in sharepoint,sharepoint,unknown
Using a Mac for crossplatform development?,osx,unknown
What steps do you take to increase performance of a Sharepoint site?,sharepoint,unknown
How do I get a list of all unversioned files from svn?,svn,unknown
Visual Studio 2010 SP1 to 11 Beta - Unit Test Project Cannot be Loaded,visual-studio,unknown
How to quarantine a specific subversion revision?,svn,unknown
Tools for SVN Merging,svn,unknown
Visual Studio debugger tips&tricks (for C/C++ projects),visual-studio,unknown
Monitoring a SharePoint document library,sharepoint,unknown
Ability to set the font to italics in Visual Studio,visual-studio,unknown
How to query an Oracle table from SQL Server 2000?,oracle,unknown
Proper disposal of SharePoint objects?,sharepoint,unknown
how can i use sharepoint (via soap?) from python ?,sharepoint,unknown
SPWorkflowTaskProperties.ExtendedProperties aren’t populating the fields in my task,sharepoint,unknown
Merging and querying multiple lists,sharepoint,unknown
Missing Visual Studio features when running in 64-bit mode,visual-studio,unknown
How to exclude files from Visual Studio compile?,visual-studio,unknown
Oracle Text: How to sanitize user input,oracle,unknown
SharePoint and Log4Net,sharepoint,unknown
Permissions problems with Excel Services in SharePoint,sharepoint,unknown
"How can I implement a ""natural"" sort?",oracle,unknown
Remote machines cannot connect to Visual Studio web server,visual-studio,unknown
.app OSX package problems on removable media.,osx,unknown
MIDL generates the same file for /env win32 and /env win64,visual-studio,unknown
Oracle PL/SQL - Are NO_DATA_FOUND Exceptions bad for stored procedure performance?,oracle,unknown
Sharepoint custom user and document library specific properties,sharepoint,unknown
How do I compile an ASP.NET website into a single .DLL?,visual-studio,unknown
Iterate enumerable object while debugging in Visual Studio,visual-studio,unknown
"Enable/Disable ""Step into"" debugging on certain project in visual studio solution",visual-studio,unknown
Audit Revoke Operations,oracle,unknown
Converting between oracle.sql.TIMESTAMPTZ and standard JDBC classes for DbUnit,oracle,unknown
I cannot commit changes after merge in SVN,svn,svn
Will Pro*C work with MSVC 6?,oracle,unknown
Best source control package,svn,unknown
Visual Studio reference x64 GAC,visual-studio,unknown
What's each SVN automatic conflict resolution action performs?,svn,unknown
Defaulting WebParts on a Users MySite in Sharepoint,sharepoint,unknown
How can you work out the ID of a users MySite,sharepoint,unknown
Shortcut to collapse to definitions except regions,visual-studio,unknown
Access Web Datasheet in a webApp,sharepoint,unknown
Best Oracle database manager/editor?,oracle,unknown
Looking for an OSX application that can do image processing using a webcam.,osx,unknown
Good articles for Sharepoint Web Part creation?,sharepoint,unknown
Which CodePlex/Google code project to study in order by learn SharePoint best practices,sharepoint,unknown
how do I work around this error while copying SVN repository by svnsync?,svn,svn
Change version informaiton in a built binary,visual-studio,unknown
"Subversion Auth: Can't access the ""Collection of Repositories"" page anymore",svn,unknown
How do I programatically turn off show pages in navigation for sharepoint,sharepoint,unknown
Subversion asks for incorrect user,svn,unknown
How can I insert multiple rows into oracle with a sequence value?,oracle,oracle
Sharing Visual Studio Code Snippets amongst a team of developers,visual-studio,unknown
Mac/Windows Switching,osx,unknown
"VS.NET ""watched"" objects and recursive depth",visual-studio,unknown
"What is the difference between ""AS"" and ""IS"" in an Oracle stored procedure?",oracle,unknown
Using a MulitpleLookupField in MOSS '07 Layout Page,sharepoint,unknown
What would be the most convenient way to connect Visual Studio 2005 (C#) to Oracle8?,visual-studio,unknown
"How can I convert an existing website, deployed to multiple servers, to be SVN managed and not blow away user files?",svn,unknown
Disable MOSS auto import of colleagues,sharepoint,unknown
How do I set up an asp.net mvc app with Subversion?,svn,svn
Comments field in SharePoint Issue Tracking list,sharepoint,unknown
Sharepoint: Web Part vs. ASP.NET User Control,sharepoint,unknown
Will Oracle retire 10gAS in favor of WebLogic?,oracle,oracle
SharePoint - ASP.Net Controls Integration,sharepoint,unknown
How to specify default file extension for Oracle's Pro*COBOL precompiler,oracle,unknown
What is the purpose of zones in sharepoint? (web application zones or authentication zones or how do they call it),sharepoint,unknown
Assembla no longer free!! :(,svn,unknown
How to get daily commit count and the number of modified paths from svn repository?,svn,unknown
SVN: How do I maintain my local config.blah file?,svn,unknown
How do you add weights together in an oracle text index?,oracle,unknown
.NET VS2005 WinForms: How do i drop a user control onto a form?,visual-studio,unknown
Sharepoint OnWorkflowItemChanged is out of control,sharepoint,unknown
Conversion tool for MS-Excel spreadsheets with macros and VB to Oracle?,oracle,oracle
How to add a web part page to a site definition?,sharepoint,unknown
SharePoint Development / Production Environments,sharepoint,unknown
"Visual Studio (2008) mixed mode project depencies. C-sharp project depends on C++ dll, but C++ dll is not getting re-built",visual-studio,unknown
VC++ problem with 64 bit oracle client with OpenforwardOnly flag in database connection.,oracle,unknown
How to use Explain Plain to optimize queries?,oracle,unknown
Binding ASP.NET GridView to an Oracle SYS_REFCURSOR,oracle,unknown
Visual Studio 2008 Syntax Coloring Problem,visual-studio,unknown
Interpreting Visual Studio 2005 Threads Window,visual-studio,unknown
How can I make Visual Studio wrap lines at 80 characters?,visual-studio,unknown
SVN Update of multiple files,svn,unknown
What's an easy way to obtain the current svn revision in a c++ visual studio application,svn,unknown
Oracle: how to UPSERT (update or insert into a table?),oracle,unknown
How to reset svn-properties according to new SVN config?,svn,unknown
Best practice for profiling a SharePoint application,sharepoint,unknown
Implementing a SQL Server 2008 User-defined function in managed code for geocoding,visual-studio,unknown
Mac Console paste generating trash text,osx,unknown
How to - From Unfuddle to a local SVN server.,svn,unknown
How to set up OCI to connect to Oracle from PHP?,oracle,unknown
Visual Studio opens Development Servers for all websites in my project,visual-studio,unknown
Automatically Remove Subversion Unversioned Files,svn,unknown
Moving to Subversion from SourceSafe,svn,unknown
Subversion server on 64-bit Windows?,svn,unknown
Application crashing when talking to oracle unless executable path contains spaces,oracle,unknown
Can you configure VS2008 Code Analysis to use a British English Dictionary?,visual-studio,unknown
C#: How to include dependent DLLs?,visual-studio,unknown
ORA-12514 after rebooting server,oracle,unknown
Oracle utl_match special characters,oracle,unknown
Why  is Oracle's to_char() function adding spaces?,oracle,unknown
subversion merge a delete command,svn,unknown
SharePoint List Subscriptions,sharepoint,unknown
Oracle Scheduled Jobs,oracle,unknown
How to execute an Oracle stored procedure via a database link.,oracle,unknown
"Sharepoint, Create View, Filter Properties",sharepoint,unknown
What exactly is the deal with oracle connection identifiers separated by a period,oracle,oracle
Deploying New Web Parts,sharepoint,unknown
paging with oracle,oracle,oracle
SVN Watchlists?,svn,unknown
Performing an update with LINQ,linq,unknown
SVN commit error after deleting files locally,svn,unknown
Your experiences with Visual Studio 2010 CTP?,visual-studio,unknown
SharePoint SSO with a PHP application on a different server?,sharepoint,unknown
Using SVN to lock documents for editing and update notifications,svn,unknown
Developing for Sharepoint 2003 using Visual Studio 2008?,sharepoint,unknown
Oracle PL/SQL Query Order By issue,oracle,unknown
How does svnserve serve up multiple repositories?,svn,unknown
Tracking permissions in SharePoint,sharepoint,unknown
Assign auto-incrementing value to new column in Oracle,oracle,unknown
Improve oracle query performance without indexing,oracle,unknown
Refactoring and concurrent development branches,svn,unknown
Why does OS X define 'nil',osx,unknown
Automatic .aspx Publising in SharePoint,sharepoint,unknown
Change the default list aspx pages in SharePoint,sharepoint,sharepoint
Render image in custom webpart from Picture Library,sharepoint,sharepoint
What do you use to develop for PowerShell?,visual-studio,unknown
How can I get the functionality of svn:externals in a read-only fashion?,svn,unknown
